0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.616876392929624,0.0,0.0213903743315508,0.00208,0.9716715169152419,1.0;0.18199053;0.9266052658965552;0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.616876392929624,0.0,0.0213903743315508,0.00208,0.9716715169152419,1.0,1.0,2.872942161403065,0.0,0.33472803347280333,0.030154,0.7412842127172442,0.9266052658965552;0.0;
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.616876392929624,0.0,0.0213903743315508,0.00208,0.9716715169152419,1.0,1.0,2.872942161403065,0.0,0.33472803347280333,0.030154,0.7412842127172442,0.9266052658965552;-0.013955775;0.6081242600856024;0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.616876392929624,0.0,0.0213903743315508,0.00208,0.9716715169152419,1.0,1.0,2.872942161403065,0.0,0.33472803347280333,0.030154,0.7412842127172442,0.9266052658965552,1.0,1.4154472429631888,0.0,0.6302521008403361,0.040267,0.4864994080684819,0.6081242600856024;0.0;
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.616876392929624,0.0,0.0213903743315508,0.00208,0.9716715169152419,1.0,1.0,2.872942161403065,0.0,0.33472803347280333,0.030154,0.7412842127172442,0.9266052658965552,1.0,1.4154472429631888,0.0,0.6302521008403361,0.040267,0.4864994080684819,0.6081242600856024;0.5339435;0.4627408010532881;0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.616876392929624,0.0,0.0213903743315508,0.00208,0.9716715169152419,1.0,1.0,2.872942161403065,0.0,0.33472803347280333,0.030154,0.7412842127172442,0.9266052658965552,1.0,1.4154472429631888,0.0,0.6302521008403361,0.040267,0.4864994080684819,0.6081242600856024,1.0,2.232440125999398,0.0,0.13480885311871227,0.030171,0.3701926408426305,0.4627408010532881;0.0;
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.616876392929624,0.0,0.0213903743315508,0.00208,0.9716715169152419,1.0,1.0,2.872942161403065,0.0,0.33472803347280333,0.030154,0.7412842127172442,0.9266052658965552,1.0,1.4154472429631888,0.0,0.6302521008403361,0.040267,0.4864994080684819,0.6081242600856024,1.0,2.232440125999398,0.0,0.13480885311871227,0.030171,0.3701926408426305,0.4627408010532881;0.1960363;0.45639192167717463;0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.616876392929624,0.0,0.0213903743315508,0.00208,0.9716715169152419,1.0,1.0,2.872942161403065,0.0,0.33472803347280333,0.030154,0.7412842127172442,0.9266052658965552,1.0,1.4154472429631888,0.0,0.6302521008403361,0.040267,0.4864994080684819,0.6081242600856024,1.0,2.232440125999398,0.0,0.13480885311871227,0.030171,0.3701926408426305,0.4627408010532881,1.0,2.874627288944666,0.0,0.16897081413210446,0.030166,0.3651135373417397,0.45639192167717463;0.0;
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.616876392929624,0.0,0.0213903743315508,0.00208,0.9716715169152419,1.0,1.0,2.872942161403065,0.0,0.33472803347280333,0.030154,0.7412842127172442,0.9266052658965552,1.0,1.4154472429631888,0.0,0.6302521008403361,0.040267,0.4864994080684819,0.6081242600856024,1.0,2.232440125999398,0.0,0.13480885311871227,0.030171,0.3701926408426305,0.4627408010532881,1.0,2.874627288944666,0.0,0.16897081413210446,0.030166,0.3651135373417397,0.45639192167717463;0.13869616;-1.1381395775766874;0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.616876392929624,0.0,0.0213903743315508,0.00208,0.9716715169152419,1.0,1.0,2.872942161403065,0.0,0.33472803347280333,0.030154,0.7412842127172442,0.9266052658965552,1.0,1.4154472429631888,0.0,0.6302521008403361,0.040267,0.4864994080684819,0.6081242600856024,1.0,2.232440125999398,0.0,0.13480885311871227,0.030171,0.3701926408426305,0.4627408010532881,1.0,2.874627288944666,0.0,0.16897081413210446,0.030166,0.3651135373417397,0.45639192167717463,0.993174645345165,2.6767560966448856,3.5931330480463446,0.23255813953488372,0.030203,0.35020239597502417,0.43775299496878023;0.0;
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.616876392929624,0.0,0.0213903743315508,0.00208,0.9716715169152419,1.0,1.0,2.872942161403065,0.0,0.33472803347280333,0.030154,0.7412842127172442,0.9266052658965552,1.0,1.4154472429631888,0.0,0.6302521008403361,0.040267,0.4864994080684819,0.6081242600856024,1.0,2.232440125999398,0.0,0.13480885311871227,0.030171,0.3701926408426305,0.4627408010532881,1.0,2.874627288944666,0.0,0.16897081413210446,0.030166,0.3651135373417397,0.45639192167717463,0.993174645345165,2.6767560966448856,3.5931330480463446,0.23255813953488372,0.030203,0.35020239597502417,0.43775299496878023;0.41282314;-2.9520483972046763;0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.616876392929624,0.0,0.0213903743315508,0.00208,0.9716715169152419,1.0,1.0,2.872942161403065,0.0,0.33472803347280333,0.030154,0.7412842127172442,0.9266052658965552,1.0,1.4154472429631888,0.0,0.6302521008403361,0.040267,0.4864994080684819,0.6081242600856024,1.0,2.232440125999398,0.0,0.13480885311871227,0.030171,0.3701926408426305,0.4627408010532881,1.0,2.874627288944666,0.0,0.16897081413210446,0.030166,0.3651135373417397,0.45639192167717463,0.993174645345165,2.6767560966448856,3.5931330480463446,0.23255813953488372,0.030203,0.35020239597502417,0.43775299496878023,0.9858437854383475,2.6711316184748215,7.8078398905494995,0.4732824427480916,0.030195,0.34618001555209954,0.4327250194401244;0.0;
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.616876392929624,0.0,0.0213903743315508,0.00208,0.9716715169152419,1.0,1.0,2.872942161403065,0.0,0.33472803347280333,0.030154,0.7412842127172442,0.9266052658965552,1.0,1.4154472429631888,0.0,0.6302521008403361,0.040267,0.4864994080684819,0.6081242600856024,1.0,2.232440125999398,0.0,0.13480885311871227,0.030171,0.3701926408426305,0.4627408010532881,1.0,2.874627288944666,0.0,0.16897081413210446,0.030166,0.3651135373417397,0.45639192167717463,0.993174645345165,2.6767560966448856,3.5931330480463446,0.23255813953488372,0.030203,0.35020239597502417,0.43775299496878023,0.9858437854383475,2.6711316184748215,7.8078398905494995,0.4732824427480916,0.030195,0.34618001555209954,0.4327250194401244;0.32502088;-1.8710111254303596;0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.616876392929624,0.0,0.0213903743315508,0.00208,0.9716715169152419,1.0,1.0,2.872942161403065,0.0,0.33472803347280333,0.030154,0.7412842127172442,0.9266052658965552,1.0,1.4154472429631888,0.0,0.6302521008403361,0.040267,0.4864994080684819,0.6081242600856024,1.0,2.232440125999398,0.0,0.13480885311871227,0.030171,0.3701926408426305,0.4627408010532881,1.0,2.874627288944666,0.0,0.16897081413210446,0.030166,0.3651135373417397,0.45639192167717463,0.993174645345165,2.6767560966448856,3.5931330480463446,0.23255813953488372,0.030203,0.35020239597502417,0.43775299496878023,0.9858437854383475,2.6711316184748215,7.8078398905494995,0.4732824427480916,0.030195,0.34618001555209954,0.4327250194401244,0.8639384544771329,3.1780610376055245,3.467050867949675,0.6584362139917695,0.040296,0.5750073998331674,0.7187592497914593;0.0;
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.616876392929624,0.0,0.0213903743315508,0.00208,0.9716715169152419,1.0,1.0,2.872942161403065,0.0,0.33472803347280333,0.030154,0.7412842127172442,0.9266052658965552,1.0,1.4154472429631888,0.0,0.6302521008403361,0.040267,0.4864994080684819,0.6081242600856024,1.0,2.232440125999398,0.0,0.13480885311871227,0.030171,0.3701926408426305,0.4627408010532881,1.0,2.874627288944666,0.0,0.16897081413210446,0.030166,0.3651135373417397,0.45639192167717463,0.993174645345165,2.6767560966448856,3.5931330480463446,0.23255813953488372,0.030203,0.35020239597502417,0.43775299496878023,0.9858437854383475,2.6711316184748215,7.8078398905494995,0.4732824427480916,0.030195,0.34618001555209954,0.4327250194401244,0.8639384544771329,3.1780610376055245,3.467050867949675,0.6584362139917695,0.040296,0.5750073998331674,0.7187592497914593;0.12540603;0.3809399320803728;0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.616876392929624,0.0,0.0213903743315508,0.00208,0.9716715169152419,1.0,1.0,2.872942161403065,0.0,0.33472803347280333,0.030154,0.7412842127172442,0.9266052658965552,1.0,1.4154472429631888,0.0,0.6302521008403361,0.040267,0.4864994080684819,0.6081242600856024,1.0,2.232440125999398,0.0,0.13480885311871227,0.030171,0.3701926408426305,0.4627408010532881,1.0,2.874627288944666,0.0,0.16897081413210446,0.030166,0.3651135373417397,0.45639192167717463,0.993174645345165,2.6767560966448856,3.5931330480463446,0.23255813953488372,0.030203,0.35020239597502417,0.43775299496878023,0.9858437854383475,2.6711316184748215,7.8078398905494995,0.4732824427480916,0.030195,0.34618001555209954,0.4327250194401244,0.8639384544771329,3.1780610376055245,3.467050867949675,0.6584362139917695,0.040296,0.5750073998331674,0.7187592497914593,0.6528870828074115,1.8911492474105347,0.0,0.49382716049382713,0.030232,0.4667758846657929,0.5834698558322411;0.0;
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.616876392929624,0.0,0.0213903743315508,0.00208,0.9716715169152419,1.0,1.0,2.872942161403065,0.0,0.33472803347280333,0.030154,0.7412842127172442,0.9266052658965552,1.0,1.4154472429631888,0.0,0.6302521008403361,0.040267,0.4864994080684819,0.6081242600856024,1.0,2.232440125999398,0.0,0.13480885311871227,0.030171,0.3701926408426305,0.4627408010532881,1.0,2.874627288944666,0.0,0.16897081413210446,0.030166,0.3651135373417397,0.45639192167717463,0.993174645345165,2.6767560966448856,3.5931330480463446,0.23255813953488372,0.030203,0.35020239597502417,0.43775299496878023,0.9858437854383475,2.6711316184748215,7.8078398905494995,0.4732824427480916,0.030195,0.34618001555209954,0.4327250194401244,0.8639384544771329,3.1780610376055245,3.467050867949675,0.6584362139917695,0.040296,0.5750073998331674,0.7187592497914593,0.6528870828074115,1.8911492474105347,0.0,0.49382716049382713,0.030232,0.4667758846657929,0.5834698558322411;0.22251692;0.4339189587438299;1.0,6.616876392929624,0.0,0.0213903743315508,0.00208,0.9716715169152419,1.0,1.0,2.872942161403065,0.0,0.33472803347280333,0.030154,0.7412842127172442,0.9266052658965552,1.0,1.4154472429631888,0.0,0.6302521008403361,0.040267,0.4864994080684819,0.6081242600856024,1.0,2.232440125999398,0.0,0.13480885311871227,0.030171,0.3701926408426305,0.4627408010532881,1.0,2.874627288944666,0.0,0.16897081413210446,0.030166,0.3651135373417397,0.45639192167717463,0.993174645345165,2.6767560966448856,3.5931330480463446,0.23255813953488372,0.030203,0.35020239597502417,0.43775299496878023,0.9858437854383475,2.6711316184748215,7.8078398905494995,0.4732824427480916,0.030195,0.34618001555209954,0.4327250194401244,0.8639384544771329,3.1780610376055245,3.467050867949675,0.6584362139917695,0.040296,0.5750073998331674,0.7187592497914593,0.6528870828074115,1.8911492474105347,0.0,0.49382716049382713,0.030232,0.4667758846657929,0.5834698558322411,0.9873752906138322,1.1267687945784475,0.0,0.49382716049382713,0.030162,0.3515736825652753,0.43946710320659416;0.0;
1.0,6.616876392929624,0.0,0.0213903743315508,0.00208,0.9716715169152419,1.0,1.0,2.872942161403065,0.0,0.33472803347280333,0.030154,0.7412842127172442,0.9266052658965552,1.0,1.4154472429631888,0.0,0.6302521008403361,0.040267,0.4864994080684819,0.6081242600856024,1.0,2.232440125999398,0.0,0.13480885311871227,0.030171,0.3701926408426305,0.4627408010532881,1.0,2.874627288944666,0.0,0.16897081413210446,0.030166,0.3651135373417397,0.45639192167717463,0.993174645345165,2.6767560966448856,3.5931330480463446,0.23255813953488372,0.030203,0.35020239597502417,0.43775299496878023,0.9858437854383475,2.6711316184748215,7.8078398905494995,0.4732824427480916,0.030195,0.34618001555209954,0.4327250194401244,0.8639384544771329,3.1780610376055245,3.467050867949675,0.6584362139917695,0.040296,0.5750073998331674,0.7187592497914593,0.6528870828074115,1.8911492474105347,0.0,0.49382716049382713,0.030232,0.4667758846657929,0.5834698558322411,0.9873752906138322,1.1267687945784475,0.0,0.49382716049382713,0.030162,0.3515736825652753,0.43946710320659416;-0.17269903;0.32164064725207336;1.0,2.872942161403065,0.0,0.33472803347280333,0.030154,0.7412842127172442,0.9266052658965552,1.0,1.4154472429631888,0.0,0.6302521008403361,0.040267,0.4864994080684819,0.6081242600856024,1.0,2.232440125999398,0.0,0.13480885311871227,0.030171,0.3701926408426305,0.4627408010532881,1.0,2.874627288944666,0.0,0.16897081413210446,0.030166,0.3651135373417397,0.45639192167717463,0.993174645345165,2.6767560966448856,3.5931330480463446,0.23255813953488372,0.030203,0.35020239597502417,0.43775299496878023,0.9858437854383475,2.6711316184748215,7.8078398905494995,0.4732824427480916,0.030195,0.34618001555209954,0.4327250194401244,0.8639384544771329,3.1780610376055245,3.467050867949675,0.6584362139917695,0.040296,0.5750073998331674,0.7187592497914593,0.6528870828074115,1.8911492474105347,0.0,0.49382716049382713,0.030232,0.4667758846657929,0.5834698558322411,0.9873752906138322,1.1267687945784475,0.0,0.49382716049382713,0.030162,0.3515736825652753,0.43946710320659416,0.9962230108609543,1.2104733314105527,0.2892367289718258,0.6455026455026455,0.030189,0.363956874968065,0.4549460937100812;0.0;
